SummaryLevel,State,StateFIPS,GEOID,AreaName,B15001_001,B15001_002,B15001_003,B15001_004,B15001_005,B15001_006,B15001_007,B15001_008,B15001_009,B15001_010,B15001_011,B15001_012,B15001_013,B15001_014,B15001_015,B15001_016,B15001_017,B15001_018,B15001_019,B15001_020,B15001_021,B15001_022,B15001_023,B15001_024,B15001_025,B15001_026,B15001_027,B15001_028,B15001_029,B15001_030,B15001_031,B15001_032,B15001_033,B15001_034,B15001_035,B15001_036,B15001_037,B15001_038,B15001_039,B15001_040,B15001_041,B15001_042,B15001_043,B15001_044,B15001_045,B15001_046,B15001_047,B15001_048,B15001_049,B15001_050,B15001_051,B15001_052,B15001_053,B15001_054,B15001_055,B15001_056,B15001_057,B15001_058,B15001_059,B15001_060,B15001_061,B15001_062,B15001_063,B15001_064,B15001_065,B15001_066,B15001_067,B15001_068,B15001_069,B15001_070,B15001_071,B15001_072,B15001_073,B15001_074,B15001_075,B15001_076,B15001_077,B15001_078,B15001_079,B15001_080,B15001_081,B15001_082,B15001_083,B15002_001,B15002_002,B15002_003,B15002_004,B15002_005,B15002_006,B15002_007,B15002_008,B15002_009,B15002_010,B15002_011,B15002_012,B15002_013,B15002_014,B15002_015,B15002_016,B15002_017,B15002_018,B15002_019,B15002_020,B15002_021,B15002_022,B15002_023,B15002_024,B15002_025,B15002_026,B15002_027,B15002_028,B15002_029,B15002_030,B15002_031,B15002_032,B15002_033,B15002_034,B15002_035,B15003_001,B15003_002,B15003_003,B15003_004,B15003_005,B15003_006,B15003_007,B15003_008,B15003_009,B15003_010,B15003_011,B15003_012,B15003_013,B15003_014,B15003_015,B15003_016,B15003_017,B15003_018,B15003_019,B15003_020,B15003_021,B15003_022,B15003_023,B15003_024,B15003_025,C15002A_001,C15002A_002,C15002A_003,C15002A_004,C15002A_005,C15002A_006,C15002A_007,C15002A_008,C15002A_009,C15002A_010,C15002A_011,C15002B_001,C15002B_002,C15002B_003,C15002B_004,C15002B_005,C15002B_006,C15002B_007,C15002B_008,C15002B_009,C15002B_010,C15002B_011,C15002C_001,C15002C_002,C15002C_003,C15002C_004,C15002C_005,C15002C_006,C15002C_007,C15002C_008,C15002C_009,C15002C_010,C15002C_011,C15002D_001,C15002D_002,C15002D_003,C15002D_004,C15002D_005,C15002D_006,C15002D_007,C15002D_008,C15002D_009,C15002D_010,C15002D_011,C15002E_001,C15002E_002,C15002E_003,C15002E_004,C15002E_005,C15002E_006,C15002E_007,C15002E_008,C15002E_009,C15002E_010,C15002E_011,C15002F_001,C15002F_002,C15002F_003,C15002F_004,C15002F_005,C15002F_006,C15002F_007,C15002F_008,C15002F_009,C15002F_010,C15002F_011,C15002G_001,C15002G_002,C15002G_003,C15002G_004,C15002G_005,C15002G_006,C15002G_007,C15002G_008,C15002G_009,C15002G_010,C15002G_011,C15002H_001,C15002H_002,C15002H_003,C15002H_004,C15002H_005,C15002H_006,C15002H_007,C15002H_008,C15002H_009,C15002H_010,C15002H_011,C15002I_001,C15002I_002,C15002I_003,C15002I_004,C15002I_005,C15002I_006,C15002I_007,C15002I_008,C15002I_009,C15002I_010,C15002I_011,B15011_001,B15011_002,B15011_003,B15011_004,B15011_005,B15011_006,B15011_007,B15011_008,B15011_009,B15011_010,B15011_011,B15011_012,B15011_013,B15011_014,B15011_015,B15011_016,B15011_017,B15011_018,B15011_019,B15011_020,B15011_021,B15011_022,B15011_023,B15011_024,B15011_025,B15011_026,B15011_027,B15011_028,B15011_029,B15011_030,B15011_031,B15011_032,B15011_033,B15011_034,B15011_035,B15011_036,B15011_037,B15011_038,B15011_039,B15012_001,B15012_002,B15012_003,B15012_004,B15012_005,B15012_006,B15012_007,B15012_008,B15012_009,B15012_010,B15012_011,B15012_012,B15012_013,B15012_014,B15012_015,B15012_016,C15010_001,C15010_002,C15010_003,C15010_004,C15010_005,C15010_006,C15010A_001,C15010A_002,C15010A_003,C15010A_004,C15010A_005,C15010A_006,C15010B_001,C15010B_002,C15010B_003,C15010B_004,C15010B_005,C15010B_006,C15010C_001,C15010C_002,C15010C_003,C15010C_004,C15010C_005,C15010C_006,C15010D_001,C15010D_002,C15010D_003,C15010D_004,C15010D_005,C15010D_006,C15010E_001,C15010E_002,C15010E_003,C15010E_004,C15010E_005,C15010E_006,C15010F_001,C15010F_002,C15010F_003,C15010F_004,C15010F_005,C15010F_006,C15010G_001,C15010G_002,C15010G_003,C15010G_004,C15010G_005,C15010G_006,C15010H_001,C15010H_002,C15010H_003,C15010H_004,C15010H_005,C15010H_006,C15010I_001,C15010I_002,C15010I_003,C15010I_004,C15010I_005,C15010I_006
40,NJ,34,04000US34,New Jersey,6881100,3310034,407820,9224,48080,126664,157467,18090,44731,3564,574320,28546,30284,155171,107853,35601,154245,62620,584694,29370,34595,159487,97109,33386,141845,88902,1201781,50549,69828,348771,210916,69014,269103,183600,541419,47531,49004,162722,78687,19031,95978,88466,3571066,381785,4953,34789,96917,160333,22290,56693,5810,567056,17701,23283,112043,103729,42655,176059,91586,602383,23552,26688,130359,100394,48307,167972,105111,1282038,51243,60770,369294,230295,106183,291721,172532,737804,76216,74293,303715,100592,30872,90278,61838,6091495,2902214,37440,24009,45607,48940,36677,46127,49438,51469,826151,143462,351103,157032,661171,281085,87384,55119,3189281,42248,25816,46865,53783,33693,46317,52776,52248,915411,164262,370748,228017,726030,334661,60793,35613,6091495,79688,1155,1120,3847,8952,16195,18556,25871,66601,25774,76949,70370,92444,102214,103717,1586195,155367,307724,721851,385049,1387201,615746,148177,90732,4311045,2061827,202784,590698,474397,793948,2249218,210518,680870,534243,823587,771434,347194,49272,131416,97982,68524,424240,55339,132724,136073,100104,11484,5787,1587,1821,1344,1035,5697,1200,1513,1786,1198,557496,266685,15687,28555,33494,188949,290811,28388,34412,37110,190901,1724,720,151,198,129,242,1004,104,209,227,464,341159,174176,61898,61573,31943,18762,166983,49909,53651,38549,24874,97153,45825,8328,11890,12308,13299,51328,8288,12032,15039,15969,3708169,1768147,122282,491521,411215,743129,1940022,133068,588686,459514,758754,1006189,497536,151050,170325,103057,73104,508653,135884,153955,122877,95937,2241856,1084759,328317,146350,15977,80845,11879,73266,571998,259478,26946,159468,26229,99877,184444,83635,9050,45512,17686,28561,1157097,402045,136895,39525,79249,48781,97595,602936,169744,76289,120418,100711,135774,152116,31578,18732,11559,55697,34550,2396269,138814,122745,89370,123909,207900,197949,11488,199486,512236,275874,114064,116093,95321,89769,101251,2241856,827680,186519,497051,260983,469623,1617535,548453,117748,363087,221361,366886,168628,54404,16629,39671,19152,38772,2233,757,100,483,266,627,379850,198044,45512,75903,12863,47528,706,328,67,115,40,156,43636,13836,3949,11649,5014,9188,29268,11858,2514,6143,2287,6466,1501883,508386,109194,334604,207014,342685,169041,57054,13614,41961,20537,35875
40,NM,35,04000US35,New Mexico,1577427,774080,108810,2290,20920,33785,43814,3976,3691,334,142403,6569,17786,41911,38487,11052,17899,8699,123183,7497,12686,35853,29401,10194,16196,11356,260283,18079,21739,74348,56952,18792,39247,31126,139401,16153,10835,32282,27901,6519,20839,24872,803347,100795,2123,15537,25064,46558,5262,5687,564,134249,4012,12291,28034,39554,16006,23054,11298,122318,6240,11186,28316,28452,12418,21035,14671,278908,16625,18897,72394,66427,24393,43676,36496,167077,20512,15453,48186,35474,7841,20352,19259,1367822,665270,8948,7938,17034,14378,14187,17476,19103,12280,184394,37776,114965,46557,94181,47709,12328,16016,702552,9397,7077,15796,15119,13214,15439,19363,9811,176930,43567,126340,60658,108117,63079,9406,9239,1367822,18345,160,249,1119,2735,6380,4372,5828,27002,8451,21046,27401,32915,38466,22091,298130,63194,81343,241305,107215,202298,110788,21734,25255,1039861,504165,73046,131555,151668,147896,535696,69484,130124,174568,161520,25592,14747,1674,3136,6242,3695,10845,990,2281,4184,3390,112427,52731,12066,20292,16196,4177,59696,12221,17758,22569,7148,20333,8207,868,1183,1732,4424,12126,1881,2162,2760,5323,715,285,29,96,104,56,430,43,96,235,56,138916,69766,21305,24070,18616,5775,69150,19052,21155,20683,8260,29978,15369,2356,4062,4740,4211,14609,1545,3354,5566,4144,625820,304344,18490,67474,99275,119105,321476,16885,66872,111603,126116,574538,280542,78503,91580,74413,36046,293996,73423,87349,87422,45802,360075,170234,40146,19454,2456,6806,1929,9501,84377,40007,5039,15568,7025,16738,45711,21841,1909,8277,5372,8312,189841,52161,16705,5715,8081,7850,13810,98069,24412,11970,15014,22697,23976,39611,7453,4250,2688,13962,11258,390504,14508,27364,19377,18724,30258,31330,1910,33708,58658,61320,20982,20415,19306,10527,22117,360075,129872,31339,56434,58835,83595,309416,111924,26949,47105,50952,72486,7085,2119,748,1617,1035,1566,11325,3489,1129,1860,2123,2724,9747,4988,855,1307,879,1718,112,32,21,25,0,34,14035,3933,1061,3171,3008,2862,8355,3387,576,1349,838,2205,245221,92961,20615,33534,38654,59457,81848,24162,7713,17372,15819,16782
40,NY,36,04000US36,New York,15421400,7367176,1002737,22908,128105,283675,390287,54735,112952,10075,1391208,61231,109363,326880,251635,110324,364829,166946,1239681,73746,95272,322073,205142,104043,259858,179547,2544376,149168,197510,739862,438317,212190,457985,349344,1189174,132115,115954,347991,170594,61328,168185,193007,8054224,982868,14686,92049,225800,413468,65605,152117,19143,1412404,45573,85767,243825,231212,130397,416832,258798,1289116,62338,84023,264416,201414,139691,287389,249845,2738575,160851,182037,744057,459730,301556,477349,412995,1631261,209369,165800,599790,218265,84822,171650,181565,13435795,6364439,113445,52296,121737,128782,105663,126278,136007,150151,1736806,299187,766501,487885,1250857,571912,207025,109907,7071356,134802,69267,131299,142763,102369,122426,144798,148034,1852088,318471,792150,656466,1353220,861384,158629,83190,13435795,248247,2263,3357,9190,22802,43654,40297,75101,177935,73499,198046,208032,248704,280805,298185,3080068,508826,617658,1558651,1144351,2604077,1433296,365654,193097,9034635,4341722,444024,1168410,1091809,1637479,4692913,446469,1260135,1191042,1795267,1983420,874593,163878,292034,250065,168616,1108827,191365,316378,331326,269758,46766,22523,6671,6837,5624,3391,24243,5340,6706,7755,4442,1096361,512504,105948,88217,78228,240111,583857,134359,103292,84142,262064,4199,1940,399,578,411,552,2259,419,550,791,499,1010439,487811,186797,149650,96428,54936,522628,189966,137150,116300,79212,259975,123346,26642,31080,31008,34616,136629,27840,27877,35731,45181,8069142,3874008,305448,1033049,986741,1548770,4195134,305306,1134044,1073739,1682045,2183011,1050658,357230,308614,226687,158127,1132353,364620,286813,264601,216319,4596124,2139701,754405,302677,38412,174471,32051,206794,1024104,430091,57511,237760,58457,240285,361192,158650,18883,66925,37600,79134,2456423,950602,292460,89916,167054,108706,292466,1152606,308565,147442,199813,193683,303103,353215,77377,42523,23173,113455,96687,4935684,215454,227582,155777,280666,507478,281917,33677,422845,900263,570504,301606,286450,329819,203591,218055,4596124,1569820,394687,869196,543952,1218469,3432746,1140771,264548,620108,451654,955665,438374,136650,54381,94384,44882,108077,7833,2753,592,1202,883,2403,502175,218853,56405,107123,24163,95631,1051,320,131,348,76,176,134148,41468,12291,32323,16358,31708,79797,29005,6339,13708,5936,24809,3230815,1074067,247979,577654,429518,901597,374446,120523,32280,81941,42781,96921
40,NC,37,04000US37,North Carolina,7561498,3630014,507416,13893,76462,167793,194927,17908,34187,2246,629291,33759,63010,168218,151024,46571,122923,43786,643013,39626,57006,169142,137470,51505,124352,63912,1245108,59308,118152,367334,258003,102199,215360,124752,605186,60483,66803,168045,108235,34224,91526,75870,3931484,471781,6833,52316,122220,214097,23367,49589,3359,648076,23893,43465,115020,164642,68479,162212,70365,668889,27143,40016,126826,154269,82124,155468,83043,1346732,43080,89815,361064,308470,158562,250160,135581,796006,68143,100563,280346,153764,45735,91586,55869,6582301,3122598,44356,24986,50292,73542,80006,93883,84079,47003,872739,189482,465250,234499,554161,198701,60058,49561,3459703,39158,17598,38863,66640,64601,85498,81311,42449,883256,233163,547982,354900,659426,268818,41256,34784,6582301,83514,936,773,3575,7345,15660,14295,22317,66838,40695,99487,144607,179381,165390,89452,1469226,286769,422645,1013232,589399,1213587,467519,101314,84345,4786679,2300417,311420,610606,667867,710524,2486262,265221,633006,810166,777869,1330668,593050,114200,211597,176765,90488,737618,110616,200883,268180,157939,73611,34722,10679,11666,8654,3723,38889,8183,11599,13165,5942,159208,74375,10148,10105,10914,43208,84833,14944,13413,14846,41630,3783,1734,270,570,746,148,2049,205,672,966,206,145806,80122,44755,19542,11024,4801,65684,31450,15493,11527,7214,82546,38178,6675,8653,13261,9589,44368,5499,8190,17195,13484,4528503,2164232,248297,578679,644462,692794,2364271,217723,605844,784095,756609,428625,228973,111981,55239,37922,23831,199652,81501,45939,42004,30208,1866765,862481,255725,109036,13628,57755,10054,65252,439360,183866,25790,114557,25278,89869,167396,74746,7883,38809,18323,27635,1004284,348127,111571,39892,60093,46547,90024,508702,130436,65212,97869,99299,115886,147455,24660,16663,11282,58366,36484,2007507,90045,128366,67423,104010,157742,130166,12642,182969,395132,270154,92599,106436,67346,72435,130042,1866765,634315,169068,380365,257867,425150,1488393,492820,134286,299675,212732,348880,248427,74286,22287,59711,37020,55123,9665,3157,996,1405,1942,2165,84838,50422,8378,12118,3180,10740,354,98,32,67,45,112,12015,4233,1156,2661,1112,2853,23073,9299,1933,4728,1836,5277,1449403,478169,131250,290582,208732,340670,54039,19839,4638,12616,5367,11579
40,ND,38,04000US38,North Dakota,558628,284967,48852,349,4478,14505,21463,4143,3765,149,55968,587,2607,14330,14202,8859,11768,3615,41969,529,1670,11005,9613,6702,8594,3856,92522,1496,4432,28720,22007,12942,16198,6727,45656,6876,3005,14515,9458,2334,5852,3616,273661,41746,373,3138,9199,20035,3283,5474,244,47400,438,1480,7939,10274,7482,15042,4745,38056,468,764,6785,8631,6716,10778,3914,89475,1320,2512,23586,22297,13696,19028,7036,56984,6439,4082,21368,13109,3221,6686,2079,468030,236115,1403,435,604,7046,1724,3491,3563,2936,68570,15892,39388,30837,42412,10287,4181,3346,231915,1298,442,675,6250,1482,2206,3241,1909,59678,14807,39504,31115,51534,13642,2128,2004,468030,2701,10,207,7,145,233,275,307,972,1037,12259,3206,5697,6804,4845,110867,17381,30699,78892,61952,93946,23929,6309,5350,428518,215943,17806,62830,78960,56347,212575,14298,55950,77801,64526,5778,3726,519,990,1367,850,2052,402,289,672,689,19066,9025,1786,2801,3521,917,10041,1555,2020,4597,1869,5729,2715,254,474,473,1514,3014,512,490,672,1340,114,68,0,20,27,21,46,2,2,42,0,2973,1728,548,663,399,118,1245,284,353,412,196,5852,2910,289,792,1370,459,2942,450,574,1230,688,423242,213015,17216,61850,78031,55918,210227,14023,55327,76866,64011,8958,4978,1272,1697,1344,665,3980,658,1054,1483,785,129534,60226,21983,9148,1993,4627,1640,4575,28775,11751,1705,7031,3861,4427,9468,3608,676,1498,2362,1324,69308,27501,6111,5644,4660,4716,6370,33042,4667,6048,6105,9806,6416,8765,608,1329,535,4604,1689,141272,4730,11801,4315,4933,6893,6721,968,18775,25474,28492,4420,4456,2909,4297,12088,129534,35893,17395,24456,26989,24801,120873,32685,16239,23145,25974,22830,1539,676,186,201,95,381,2786,435,345,575,702,729,2854,1661,476,242,110,365,21,12,7,0,0,2,314,73,11,33,24,173,1147,351,131,260,84,321,119929,32310,16223,23000,25883,22513,1450,519,51,193,141,546
40,OH,39,04000US39,Ohio,8919958,4303952,559031,10176,79706,191762,215691,19289,40070,2337,726403,17992,56199,218694,172697,56113,147337,57371,706851,16811,51467,229784,153591,55246,127908,72044,1559579,36707,113826,581815,311316,116018,245258,154639,752088,49964,82822,275461,133770,29481,96197,84393,4616006,543419,7179,60626,150964,240476,23039,56078,5057,726850,14295,43790,157385,174665,82922,169302,84491,715886,13352,36594,180014,157911,88980,147758,91277,1634658,32738,104526,571376,344500,171207,252835,157476,995193,59212,119302,454787,166955,43195,92168,59574,7817508,3744921,34432,8647,14979,63416,51704,84280,101961,66369,1305754,251308,520066,256858,616700,241088,76713,50646,4072587,34405,8047,14013,63132,49603,87633,106178,60798,1363562,286800,557231,386304,662063,312912,47799,32107,7817508,68837,844,974,1243,2794,5779,5060,7930,21062,20776,105772,101307,171913,208139,127167,2369349,299967,538108,1077297,643162,1278763,554000,124512,82753,6643802,3198330,330888,1131006,867605,868831,3445472,325502,1196039,1010375,913556,862310,394408,70031,141485,128272,54620,467902,72519,135217,179667,80499,15307,7757,1502,2796,2506,953,7550,1197,2189,2919,1245,143541,67525,6640,6881,7449,46555,76016,10795,11252,10504,43465,1973,888,86,385,285,132,1085,207,241,385,252,53379,29419,9723,9808,6444,3444,23960,7029,6744,6563,3624,97196,46594,6918,13393,15671,10612,50602,6560,11880,19922,12240,6516074,3133948,312965,1111287,852524,857172,3382126,311159,1178265,992564,900138,197682,101802,30105,32433,23831,15433,95880,23174,26861,27398,18447,2040028,985147,299629,123666,19319,71755,18714,66175,504928,199404,31305,141958,41996,90265,180590,72861,11177,42766,27740,26046,1054881,369881,99605,51799,67948,60719,89810,533258,110388,81734,105096,121576,114464,151742,21358,19705,10460,70547,29672,2188541,82306,120952,74721,91774,140526,161777,12196,229754,456100,355261,81469,99046,76798,92067,113794,2040028,627282,215039,439983,341292,416432,1782387,523879,190029,384907,317046,366526,135119,38686,13375,34884,16563,31611,2198,871,122,411,462,332,90020,52890,8658,13692,4009,10771,384,156,67,80,25,56,7068,2540,485,1712,695,1636,22852,8260,2303,4297,2492,5500,1757310,513930,187748,379824,314833,360975,33880,12507,2890,7141,3409,7933
40,OK,40,04000US40,Oklahoma,2901825,1421563,201033,5382,31893,71794,73142,6963,11119,740,267900,11215,24335,85981,67508,18807,45955,14099,236774,10884,21566,77039,55713,16713,37751,17108,474035,20606,41895,157644,109355,31463,73890,39182,241821,17147,22783,74017,53385,11534,35306,27649,1480262,188400,3023,24962,54496,78796,10331,15690,1102,259462,7332,19460,64752,68467,24678,56226,18547,233605,8702,15615,60781,56412,24072,47156,20867,493418,15862,36194,156302,121092,41783,79797,42388,305377,19384,35221,119625,67754,13085,29307,21001,2512392,1220530,12146,7524,17114,23068,23558,28728,36796,21497,394681,83932,202029,78517,192902,61841,21056,15141,1291862,11065,5296,12361,22558,21935,29879,36258,18418,401460,98807,214918,103618,212486,81382,12613,8808,2512392,23211,200,321,1048,2384,4876,3991,5099,24376,11318,34308,45493,58607,73054,39915,670376,125765,182739,416947,182135,405388,143223,33669,23949,1947606,945497,118114,301896,282549,242938,1002109,112010,314549,320165,255385,167148,81378,10971,29924,27638,12845,85770,9275,26485,32784,17226,158872,76114,12805,28015,24208,11086,82758,11413,28126,28855,14364,48074,21655,3141,4570,4237,9707,26419,5338,5673,5427,9981,2531,1261,186,542,363,170,1270,248,509,333,180,52587,29495,15359,7692,4717,1727,23092,11019,6064,3984,2025,135574,65130,9855,22042,20766,12467,70444,8467,20054,25795,16128,1839532,888333,93485,285943,271874,237031,951199,93335,300376,308684,248804,176093,94303,42567,26361,17023,8352,81790,31450,22500,18135,9705,606229,290940,87572,33886,5709,22249,5202,20526,140413,50318,9770,39272,15892,25161,62955,23176,3026,15851,11755,9147,315289,109281,28014,14034,21811,18585,26837,155700,28779,21559,31990,44687,28685,50308,5847,4859,4907,25292,9403,647340,21109,41579,21718,27540,34565,34895,4524,63672,141046,125114,17597,30487,18896,23972,40626,606229,170020,58957,136080,121413,119759,498323,136976,47717,112594,102142,98894,30071,7922,2720,7545,5146,6738,25450,6054,2903,5107,6593,4793,19688,9734,2115,4325,1106,2408,350,173,10,34,59,74,3752,1241,342,830,732,607,28595,7920,3150,5645,5635,6245,485835,133178,46432,109661,100520,96044,18057,5497,1746,4089,2655,4070
40,OR,41,04000US41,Oregon,3078882,1508129,185227,3232,26488,59859,76788,7023,11171,666,271331,10038,21630,69603,73602,21305,55638,19515,260217,12938,18283,60310,61098,21652,54454,31482,516802,19846,31552,128758,137271,44670,94946,59759,274552,12664,17954,67140,67419,17446,47961,43968,1570753,178683,1911,19118,48729,81538,9605,16696,1086,267273,7542,14665,51647,73210,24488,66940,28781,252946,11693,13869,46771,60887,24054,59256,36416,539526,18384,27107,127148,151837,55824,97288,61938,332325,15120,24012,107742,89283,19453,46151,30564,2714972,1322902,14278,7709,16051,17448,16137,21464,26382,25436,325811,103942,235448,105073,252999,98907,31753,24064,1392070,14313,7151,14705,16570,15435,18170,25267,20781,333308,125945,249272,123819,269635,119946,23026,14727,2714972,28591,287,601,1486,3080,5451,3955,5564,25192,7305,26713,31572,39634,51649,46217,535540,123579,229887,484720,228892,522634,218853,54779,38791,2383254,1159638,110585,286804,398485,363764,1223616,97815,298848,446308,380645,44579,24471,2722,6458,8609,6682,20108,2926,4385,8390,4407,29128,14257,2492,4849,5227,1689,14871,2435,4051,6531,1854,106591,46701,5498,6695,10825,23683,59890,9747,9535,14621,25987,8722,4167,406,1883,1575,303,4555,876,1352,1591,736,69639,38132,18399,10624,6305,2804,31507,14773,7585,6084,3065,73059,35536,4803,8498,13437,8798,37523,3820,7552,15511,10640,2231682,1081335,80349,267463,381011,352512,1150347,72485,281891,427335,368636,238827,125502,51047,32596,26386,15473,113325,41934,26416,28340,16635,835057,407723,116963,57592,5355,19254,3296,31466,198831,94140,11708,38042,12383,42558,91929,42752,4396,15822,10724,18235,427334,145478,55280,14881,18250,11620,45447,205141,61080,25316,29302,32068,57375,76715,15445,9460,4429,26635,20746,913022,33112,74851,36739,51711,91275,61125,8948,79159,132002,101807,56028,59921,48724,34469,43151,835057,326289,71116,125099,96726,215827,744409,283998,63481,110299,90607,196024,11089,4156,454,2113,1063,3303,3543,1525,274,481,322,941,49670,25507,4646,8272,2574,8671,1039,553,129,105,80,172,5869,2351,548,918,645,1407,19438,8199,1584,2911,1435,5309,721148,274557,61563,106092,88460,190476,32108,13019,2599,5524,3016,7950
40,PA,42,04000US42,Pennsylvania,10057325,4851671,630003,10939,78721,219093,236715,24192,57041,3302,811437,21341,57040,254472,147599,67042,190069,73874,764894,21626,49288,261733,128250,64376,149129,90492,1754130,47055,119680,687502,282328,131388,288871,197306,891207,62330,96157,348342,123669,35756,114241,110712,5205654,613210,7858,58555,176075,258420,29487,76740,6075,797418,16210,41880,181755,147811,79623,215657,114482,771494,16595,35944,204536,139523,88403,171780,114713,1830353,42375,100611,684788,313964,182678,303219,202718,1193179,82339,139530,584861,152544,49131,102256,82518,8814112,4221668,43019,12986,22918,73429,58497,94722,99165,69781,1552049,223528,458318,298562,742310,300036,101523,70825,4592444,43381,13562,22340,78236,55656,93999,105576,62734,1655940,257510,496332,399835,792912,402208,64034,48189,8814112,86400,1303,922,2426,4063,9116,8718,13146,32112,26595,125070,114153,188721,204741,132515,2855340,352649,481038,954650,698397,1535222,702244,165557,119014,7447340,3578016,349932,1324828,832594,1070662,3869324,350015,1438975,948492,1131842,857576,396186,68091,166922,104316,56857,461390,67187,158018,152115,84070,15517,7852,2061,2679,2016,1096,7665,1667,2565,2152,1281,258048,121805,19426,17879,15800,68700,136243,27181,21631,19152,68279,2332,1065,255,330,312,168,1267,299,416,394,158,134951,69163,26823,25061,11698,5581,65788,22323,21042,15144,7279,98348,47581,7929,14350,13672,11630,50767,6812,13293,16228,14434,7209998,3459725,313664,1286172,808877,1051012,3750273,318972,1405347,917453,1108501,420284,212177,71796,72707,41015,26659,208107,60225,61879,52208,33795,2522037,1214694,380236,157296,21465,90044,23834,87597,609505,257206,35909,158313,46886,111191,224953,94545,12925,47518,34517,35448,1307343,472469,141955,58414,78013,73768,120319,650100,155758,102799,115531,138794,137218,184774,30692,24734,10747,75639,42962,2706123,112889,166196,98141,136538,194665,183548,16633,275661,518940,410192,118387,129054,98067,104078,143134,2522037,837452,256246,500166,393438,534735,2202504,701734,223119,437988,366065,473598,140927,43702,13946,32340,17308,33631,2377,920,120,453,322,562,136979,75866,15697,21669,5772,17975,326,65,59,72,31,99,12860,4932,1281,2691,1430,2526,26064,10233,2024,4953,2510,6344,2159513,684712,219172,429491,361595,464543,60454,23327,5493,12241,6625,12768
40,PR,72,04000US72,Puerto Rico,2779182,1300697,184637,6284,21298,59943,76459,12321,7939,393,220674,15689,21408,66764,44209,24904,37558,10142,218578,23862,20237,65258,31170,26297,36939,14815,417718,71566,44495,133651,50927,31831,58677,26571,259090,94624,34666,66932,18823,7988,23576,12481,1478485,179714,3571,14014,45717,86830,13306,15317,959,233780,9431,14131,52327,44506,29134,62985,21266,239224,12922,14744,53580,34902,32995,63715,26366,488577,60506,40222,134205,56844,53854,104453,38493,337190,133367,39027,81042,20896,17323,32819,12716,2414831,1116060,31287,59472,54901,60081,53576,21454,30664,15112,332605,19543,125586,91020,156750,37714,15368,10927,1298771,34320,66740,58482,56684,48258,19698,25744,14424,321154,19868,137280,133306,263972,73001,14403,11437,2414831,65607,713,642,13407,20700,40285,50465,34957,78426,50773,65992,101834,41152,56408,29536,587669,66090,39411,262866,224326,420722,110715,29771,22364,1698152,775570,220877,224678,164693,165322,922582,227527,225374,202946,266735,213702,103302,33313,32524,21734,15731,110400,27808,28184,27345,27063,7462,3288,1206,861,732,489,4174,1078,939,1158,999,7058,2137,790,612,365,370,4921,1553,1364,837,1167,99,42,0,18,24,0,57,21,19,17,0,279765,134388,41915,45421,26104,20948,145377,38294,40068,31239,35776,208593,97333,28446,28491,22497,17899,111260,28069,25206,26912,31073,18684,9271,1364,1982,2406,3519,9413,1760,1765,2613,3275,2388402,1102977,324023,329772,232894,216288,1285425,321657,318382,287004,358382,583572,220759,73083,26301,5990,23332,6246,11214,111619,39373,7733,39644,11591,13278,36057,11939,1538,11659,6963,3958,362813,128862,31650,13652,39788,24161,19611,188416,35859,24071,60003,45675,22808,45535,6637,5048,7233,20829,5788,597907,16929,31978,25178,20364,29721,30851,2224,59810,183298,117498,5952,14404,9857,13032,36811,583572,151759,58032,181659,115465,76657,432057,113619,41968,135567,85117,55786,42794,10453,4475,12458,9139,6269,1488,336,200,602,237,113,1537,316,112,521,235,353,0,0,0,0,0,0,56724,15055,5788,16998,11802,7081,48972,11980,5489,15513,8935,7055,6794,2258,573,2010,878,1075,574670,148838,57210,179039,114367,75216
